t,Entrada,Converte_5,Media_Atual_5,Converte_6,Media_Atual_6,Converte_7,Media_Atual_7,Converte_8,Media_Atual_8,Converte_9,Media_Atual_9,Converte_A,Media_Atual_A,Converte_B,Media_Atual_B,Converte_C,Media_Atual_C,Media_2,Media,,PEARSON,DIFF_PEARSON,RATING1,RATING2,RATING3,,,
1003,2,1,"0,8305084746",0,"0,2073778664",0,"0,1694915254",0,"0,1216350947",0,"0,07278165503",0,"0,03589232303",0,"0,0109670987",0,"0,004985044865",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1004,2,1,"0,8306772908",0,"0,2071713147",0,"0,1693227092",0,"0,1215139442",0,"0,07270916335",0,"0,03585657371",0,"0,0109561753",0,"0,004980079681",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1005,2,1,"0,8308457711",0,"0,2069651741",0,"0,1691542289",0,"0,1213930348",0,"0,07263681592",0,"0,03582089552",0,"0,01094527363",0,"0,004975124378",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1006,2,1,"0,8310139165",0,"0,2067594433",0,"0,1689860835",0,"0,1212723658",0,"0,07256461233",0,"0,03578528827",0,"0,01093439364",0,"0,004970178926",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1007,2,1,"0,8311817279",0,"0,2065541212",0,"0,1688182721",0,"0,1211519364",0,"0,07249255214",0,"0,03574975174",0,"0,01092353525",0,"0,004965243297",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1008,2,1,"0,8313492063",0,"0,2063492063",0,"0,1686507937",0,"0,121031746",0,"0,07242063492",0,"0,03571428571",0,"0,01091269841",0,"0,00496031746",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1009,2,1,"0,8315163528",0,"0,2061446977",0,"0,1684836472",0,"0,1209117939",0,"0,07234886026",0,"0,03567888999",0,"0,01090188305",0,"0,004955401388",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1010,2,1,"0,8316831683",0,"0,2059405941",0,"0,1683168317",0,"0,1207920792",0,"0,07227722772",0,"0,03564356436",0,"0,01089108911",0,"0,00495049505",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1011,2,1,"0,8318496538",0,"0,2057368942",0,"0,1681503462",0,"0,1206726014",0,"0,07220573689",0,"0,03560830861",0,"0,01088031652",0,"0,004945598417",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1012,2,1,"0,8320158103",0,"0,2055335968",0,"0,1679841897",0,"0,1205533597",0,"0,07213438735",0,"0,03557312253",0,"0,01086956522",0,"0,004940711462",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1013,2,1,"0,8321816387",0,"0,2053307009",0,"0,1678183613",0,"0,1204343534",0,"0,07206317868",0,"0,03553800592",0,"0,01085883514",0,"0,004935834156",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1014,2,1,"0,83234714",0,"0,2051282051",0,"0,16765286",0,"0,1203155819",0,"0,07199211045",0,"0,03550295858",0,"0,01084812623",0,"0,004930966469",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1015,2,1,"0,8325123153",0,"0,2049261084",0,"0,1674876847",0,"0,1201970443",0,"0,07192118227",0,"0,0354679803",0,"0,01083743842",0,"0,004926108374",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1016,2,1,"0,8326771654",0,"0,2047244094",0,"0,1673228346",0,"0,1200787402",0,"0,0718503937",0,"0,03543307087",0,"0,01082677165",0,"0,004921259843",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1017,2,1,"0,8328416912",0,"0,2045231072",0,"0,1671583088",0,"0,1199606686",0,"0,07177974435",0,"0,03539823009",0,"0,01081612586",0,"0,004916420846",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1018,2,1,"0,8330058939",0,"0,2043222004",0,"0,1669941061",0,"0,1198428291",0,"0,07170923379",0,"0,03536345776",0,"0,01080550098",0,"0,004911591356",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1019,2,1,"0,8331697743",0,"0,2041216879",0,"0,1668302257",0,"0,1197252208",0,"0,07163886163",0,"0,03532875368",0,"0,01079489696",0,"0,004906771344",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1020,2,1,"0,8333333333",0,"0,2039215686",0,"0,1666666667",0,"0,1196078431",0,"0,07156862745",0,"0,03529411765",0,"0,01078431373",0,"0,004901960784",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1021,2,1,"0,833496572",0,"0,2037218413",0,"0,166503428",0,"0,1194906954",0,"0,07149853085",0,"0,03525954946",0,"0,01077375122",0,"0,004897159647",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1022,2,1,"0,8336594912",0,"0,2035225049",0,"0,1663405088",0,"0,1193737769",0,"0,07142857143",0,"0,03522504892",0,"0,01076320939",0,"0,004892367906",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1023,2,1,"0,8338220919",0,"0,2033235582",0,"0,1661779081",0,"0,119257087",0,"0,07135874878",0,"0,03519061584",0,"0,01075268817",0,"0,004887585533",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1024,2,1,"0,833984375",0,"0,203125",0,"0,166015625",0,"0,119140625",0,"0,0712890625",0,"0,03515625",0,"0,0107421875",0,"0,0048828125",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1025,2,1,"0,8341463415",0,"0,2029268293",0,"0,1658536585",0,"0,1190243902",0,"0,0712195122",0,"0,03512195122",0,"0,01073170732",0,"0,00487804878",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1026,2,1,"0,8343079922",0,"0,2027290448",0,"0,1656920078",0,"0,1189083821",0,"0,07115009747",0,"0,0350877193",0,"0,01072124756",0,"0,004873294347",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1027,2,1,"0,8344693281",0,"0,2025316456",0,"0,1655306719",0,"0,1187925998",0,"0,07108081792",0,"0,03505355404",0,"0,01071080818",0,"0,004868549172",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1028,2,1,"0,8346303502",0,"0,2023346304",0,"0,1653696498",0,"0,1186770428",0,"0,07101167315",0,"0,03501945525",0,"0,01070038911",0,"0,00486381323",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1029,2,1,"0,8347910593",0,"0,2021379981",0,"0,1652089407",0,"0,1185617104",0,"0,07094266278",0,"0,03498542274",0,"0,01068999028",0,"0,004859086492",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1030,2,1,"0,8349514563",0,"0,2019417476",0,"0,1650485437",0,"0,1184466019",0,"0,07087378641",0,"0,03495145631",0,"0,01067961165",0,"0,004854368932",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1031,2,1,"0,8351115422",0,"0,2017458778",0,"0,1648884578",0,"0,1183317168",0,"0,07080504365",0,"0,03491755577",0,"0,01066925315",0,"0,004849660524",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1032,2,1,"0,8352713178",0,"0,2015503876",0,"0,1647286822",0,"0,1182170543",0,"0,07073643411",0,"0,03488372093",0,"0,01065891473",0,"0,00484496124",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1033,2,1,"0,8354307841",0,"0,2013552759",0,"0,1645692159",0,"0,1181026137",0,"0,07066795741",0,"0,0348499516",0,"0,01064859632",0,"0,004840271055",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1034,2,1,"0,835589942",0,"0,2011605416",0,"0,164410058",0,"0,1179883946",0,"0,07059961315",0,"0,03481624758",0,"0,01063829787",0,"0,004835589942",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1035,2,1,"0,8357487923",0,"0,2009661836",0,"0,1642512077",0,"0,1178743961",0,"0,07053140097",0,"0,0347826087",0,"0,01062801932",0,"0,004830917874",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1036,2,1,"0,8359073359",0,"0,2007722008",0,"0,1640926641",0,"0,1177606178",0,"0,07046332046",0,"0,03474903475",0,"0,01061776062",0,"0,004826254826",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1037,2,1,"0,8360655738",0,"0,2005785921",0,"0,1639344262",0,"0,1176470588",0,"0,07039537126",0,"0,03471552555",0,"0,0106075217",0,"0,004821600771",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1038,2,1,"0,8362235067",0,"0,2003853565",0,"0,1637764933",0,"0,1175337187",0,"0,07032755299",0,"0,03468208092",0,"0,0105973025",0,"0,004816955684",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1039,2,1,"0,8363811357",0,"0,2001924928",0,"0,1636188643",0,"0,1174205967",0,"0,07025986526",0,"0,03464870067",0,"0,01058710298",0,"0,004812319538",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1040,2,1,"0,8365384615",0,"0,2",0,"0,1634615385",0,"0,1173076923",0,"0,07019230769",0,"0,03461538462",0,"0,01057692308",0,"0,004807692308",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1041,2,1,"0,8366954851",0,"0,199807877",0,"0,1633045149",0,"0,1171950048",0,"0,07012487992",0,"0,03458213256",0,"0,01056676273",0,"0,004803073967",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1042,2,1,"0,8368522073",0,"0,1996161228",0,"0,1631477927",0,"0,1170825336",0,"0,07005758157",0,"0,03454894434",0,"0,01055662188",0,"0,004798464491",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1043,2,1,"0,837008629",0,"0,1994247363",0,"0,162991371",0,"0,116970278",0,"0,06999041227",0,"0,03451581975",0,"0,01054650048",0,"0,004793863854",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1044,2,1,"0,837164751",0,"0,1992337165",0,"0,162835249",0,"0,1168582375",0,"0,06992337165",0,"0,03448275862",0,"0,01053639847",0,"0,004789272031",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1045,2,1,"0,8373205742",0,"0,1990430622",0,"0,1626794258",0,"0,1167464115",0,"0,06985645933",0,"0,03444976077",0,"0,01052631579",0,"0,004784688995",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1046,2,1,"0,8374760994",0,"0,1988527725",0,"0,1625239006",0,"0,1166347992",0,"0,06978967495",0,"0,034416826",0,"0,01051625239",0,"0,004780114723",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1047,2,1,"0,8376313276",0,"0,1986628462",0,"0,1623686724",0,"0,1165234002",0,"0,06972301815",0,"0,03438395415",0,"0,01050620821",0,"0,004775549188",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1048,2,1,"0,8377862595",0,"0,1984732824",0,"0,1622137405",0,"0,1164122137",0,"0,06965648855",0,"0,03435114504",0,"0,01049618321",0,"0,004770992366",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1049,2,1,"0,8379408961",0,"0,1982840801",0,"0,1620591039",0,"0,1163012393",0,"0,0695900858",0,"0,03431839847",0,"0,01048617731",0,"0,004766444233",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1050,2,1,"0,8380952381",0,"0,1980952381",0,"0,1619047619",0,"0,1161904762",0,"0,06952380952",0,"0,03428571429",0,"0,01047619048",0,"0,004761904762",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1051,2,1,"0,8382492864",0,"0,1979067555",0,"0,1617507136",0,"0,1160799239",0,"0,06945765937",0,"0,03425309229",0,"0,01046622265",0,"0,00475737393",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1052,2,1,"0,8384030418",0,"0,1977186312",0,"0,1615969582",0,"0,1159695817",0,"0,06939163498",0,"0,03422053232",0,"0,01045627376",0,"0,004752851711",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1053,2,1,"0,8385565052",0,"0,1975308642",0,"0,1614434948",0,"0,1158594492",0,"0,06932573599",0,"0,03418803419",0,"0,01044634378",0,"0,004748338082",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1054,2,1,"0,8387096774",0,"0,1973434535",0,"0,1612903226",0,"0,1157495256",0,"0,06925996205",0,"0,03415559772",0,"0,01043643264",0,"0,004743833017",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1055,2,1,"0,8388625592",0,"0,1971563981",0,"0,1611374408",0,"0,1156398104",0,"0,0691943128",0,"0,03412322275",0,"0,01042654028",0,"0,004739336493",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1056,2,1,"0,8390151515",0,"0,196969697",0,"0,1609848485",0,"0,115530303",0,"0,06912878788",0,"0,03409090909",0,"0,01041666667",0,"0,004734848485",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1057,2,1,"0,8391674551",0,"0,1967833491",0,"0,1608325449",0,"0,1154210028",0,"0,06906338694",0,"0,03405865658",0,"0,01040681173",0,"0,004730368969",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1058,2,1,"0,8393194707",0,"0,1965973535",0,"0,1606805293",0,"0,1153119093",0,"0,06899810964",0,"0,03402646503",0,"0,01039697543",0,"0,004725897921",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1059,2,1,"0,8394711992",0,"0,1964117092",0,"0,1605288008",0,"0,1152030217",0,"0,06893295562",0,"0,03399433428",0,"0,0103871577",0,"0,004721435316",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1060,2,1,"0,8396226415",0,"0,1962264151",0,"0,1603773585",0,"0,1150943396",0,"0,06886792453",0,"0,03396226415",0,"0,01037735849",0,"0,004716981132",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1061,2,1,"0,8397737983",0,"0,1960414703",0,"0,1602262017",0,"0,1149858624",0,"0,06880301602",0,"0,03393025448",0,"0,01036757776",0,"0,004712535344",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1062,2,1,"0,8399246704",0,"0,1958568738",0,"0,1600753296",0,"0,1148775895",0,"0,06873822976",0,"0,03389830508",0,"0,01035781544",0,"0,004708097928",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1063,2,1,"0,8400752587",0,"0,1956726246",0,"0,1599247413",0,"0,1147695202",0,"0,06867356538",0,"0,0338664158",0,"0,0103480715",0,"0,004703668862",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1064,2,1,"0,8402255639",0,"0,1954887218",0,"0,1597744361",0,"0,1146616541",0,"0,06860902256",0,"0,03383458647",0,"0,01033834586",0,"0,00469924812",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1065,2,1,"0,8403755869",0,"0,1953051643",0,"0,1596244131",0,"0,1145539906",0,"0,06854460094",0,"0,0338028169",0,"0,0103286385",0,"0,004694835681",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1066,2,1,"0,8405253283",0,"0,1951219512",0,"0,1594746717",0,"0,1144465291",0,"0,06848030019",0,"0,03377110694",0,"0,01031894934",0,"0,00469043152",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1067,2,1,"0,8406747891",0,"0,1949390815",0,"0,1593252109",0,"0,114339269",0,"0,06841611996",0,"0,03373945642",0,"0,01030927835",0,"0,004686035614",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1068,2,1,"0,84082397",0,"0,1947565543",0,"0,15917603",0,"0,1142322097",0,"0,06835205993",0,"0,03370786517",0,"0,01029962547",0,"0,00468164794",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1069,2,1,"0,8409728718",0,"0,1945743686",0,"0,1590271282",0,"0,1141253508",0,"0,06828811974",0,"0,03367633302",0,"0,01028999065",0,"0,004677268475",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1070,2,1,"0,8411214953",0,"0,1943925234",0,"0,1588785047",0,"0,1140186916",0,"0,06822429907",0,"0,03364485981",0,"0,01028037383",0,"0,004672897196",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1071,2,1,"0,8412698413",0,"0,1942110177",0,"0,1587301587",0,"0,1139122316",0,"0,06816059757",0,"0,03361344538",0,"0,01027077498",0,"0,00466853408",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1072,2,1,"0,8414179104",0,"0,1940298507",0,"0,1585820896",0,"0,1138059701",0,"0,06809701493",0,"0,03358208955",0,"0,01026119403",0,"0,004664179104",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1073,2,1,"0,8415657036",0,"0,1938490214",0,"0,1584342964",0,"0,1136999068",0,"0,06803355079",0,"0,03355079217",0,"0,01025163094",0,"0,004659832246",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1074,2,1,"0,8417132216",0,"0,1936685289",0,"0,1582867784",0,"0,113594041",0,"0,06797020484",0,"0,03351955307",0,"0,01024208566",0,"0,004655493482",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1075,2,1,"0,8418604651",0,"0,1934883721",0,"0,1581395349",0,"0,1134883721",0,"0,06790697674",0,"0,03348837209",0,"0,01023255814",0,"0,004651162791",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1076,2,1,"0,8420074349",0,"0,1933085502",0,"0,1579925651",0,"0,1133828996",0,"0,06784386617",0,"0,03345724907",0,"0,01022304833",0,"0,004646840149",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1077,2,1,"0,8421541318",0,"0,1931290622",0,"0,1578458682",0,"0,113277623",0,"0,06778087279",0,"0,03342618384",0,"0,01021355617",0,"0,004642525534",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1078,2,1,"0,8423005566",0,"0,1929499072",0,"0,1576994434",0,"0,1131725417",0,"0,06771799629",0,"0,03339517625",0,"0,01020408163",0,"0,004638218924",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1079,2,1,"0,8424467099",0,"0,1927710843",0,"0,1575532901",0,"0,1130676552",0,"0,06765523633",0,"0,03336422614",0,"0,01019462465",0,"0,004633920297",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1080,2,1,"0,8425925926",0,"0,1925925926",0,"0,1574074074",0,"0,112962963",0,"0,06759259259",0,"0,03333333333",0,"0,01018518519",0,"0,00462962963",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1081,2,1,"0,8427382054",0,"0,1924144311",0,"0,1572617946",0,"0,1128584644",0,"0,06753006475",0,"0,03330249769",0,"0,01017576318",0,"0,004625346901",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1082,2,1,"0,842883549",0,"0,1922365989",0,"0,157116451",0,"0,112754159",0,"0,0674676525",0,"0,03327171904",0,"0,0101663586",0,"0,004621072089",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1083,2,1,"0,8430286242",0,"0,1920590951",0,"0,1569713758",0,"0,1126500462",0,"0,06740535549",0,"0,03324099723",0,"0,01015697138",0,"0,004616805171",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1084,2,1,"0,8431734317",0,"0,1918819188",0,"0,1568265683",0,"0,1125461255",0,"0,06734317343",0,"0,0332103321",0,"0,01014760148",0,"0,004612546125",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1085,2,1,"0,8433179724",0,"0,1917050691",0,"0,1566820276",0,"0,1124423963",0,"0,06728110599",0,"0,0331797235",0,"0,01013824885",0,"0,004608294931",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1086,2,1,"0,8434622468",0,"0,1915285451",0,"0,1565377532",0,"0,1123388582",0,"0,06721915285",0,"0,03314917127",0,"0,01012891344",0,"0,004604051565",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1087,2,1,"0,8436062557",0,"0,1913523459",0,"0,1563937443",0,"0,1122355106",0,"0,06715731371",0,"0,03311867525",0,"0,01011959522",0,"0,004599816007",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1088,2,1,"0,84375",0,"0,1911764706",0,"0,15625",0,"0,1121323529",0,"0,06709558824",0,"0,03308823529",0,"0,01011029412",0,"0,004595588235",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1089,2,1,"0,8438934803",0,"0,1910009183",0,"0,1561065197",0,"0,1120293848",0,"0,06703397612",0,"0,03305785124",0,"0,0101010101",0,"0,004591368228",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1090,2,1,"0,8440366972",0,"0,1908256881",0,"0,1559633028",0,"0,1119266055",0,"0,06697247706",0,"0,03302752294",0,"0,01009174312",0,"0,004587155963",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1091,2,1,"0,8441796517",0,"0,1906507791",0,"0,1558203483",0,"0,1118240147",0,"0,06691109074",0,"0,03299725023",0,"0,01008249313",0,"0,004582951421",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1092,2,1,"0,8443223443",0,"0,1904761905",0,"0,1556776557",0,"0,1117216117",0,"0,06684981685",0,"0,03296703297",0,"0,01007326007",0,"0,004578754579",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1093,2,1,"0,8444647758",0,"0,1903019213",0,"0,1555352242",0,"0,1116193962",0,"0,06678865508",0,"0,032936871",0,"0,01006404392",0,"0,004574565416",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1094,2,1,"0,844606947",0,"0,1901279707",0,"0,155393053",0,"0,1115173675",0,"0,06672760512",0,"0,03290676417",0,"0,01005484461",0,"0,004570383912",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1095,2,1,"0,8447488584",0,"0,1899543379",0,"0,1552511416",0,"0,1114155251",0,"0,06666666667",0,"0,03287671233",0,"0,0100456621",0,"0,004566210046",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1096,2,1,"0,8448905109",0,"0,1897810219",0,"0,1551094891",0,"0,1113138686",0,"0,06660583942",0,"0,03284671533",0,"0,01003649635",0,"0,004562043796",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1097,2,1,"0,8450319052",0,"0,1896080219",0,"0,1549680948",0,"0,1112123974",0,"0,06654512306",0,"0,03281677302",0,"0,01002734731",0,"0,004557885141",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1098,2,1,"0,8451730419",0,"0,189435337",0,"0,1548269581",0,"0,1111111111",0,"0,0664845173",0,"0,03278688525",0,"0,01001821494",0,"0,004553734062",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1099,2,1,"0,8453139217",0,"0,1892629663",0,"0,1546860783",0,"0,1110100091",0,"0,06642402184",0,"0,03275705187",0,"0,01000909918",0,"0,004549590537",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1100,2,1,"0,8454545455",0,"0,1890909091",0,"0,1545454545",0,"0,1109090909",0,"0,06636363636",0,"0,03272727273",0,"0,01",0,"0,004545454545",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1101,2,1,"0,8455949137",0,"0,1889191644",0,"0,1544050863",0,"0,110808356",0,"0,06630336058",0,"0,03269754768",0,"0,009990917348",0,"0,004541326067",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1102,2,1,"0,8457350272",0,"0,1887477314",0,"0,1542649728",0,"0,110707804",0,"0,06624319419",0,"0,03266787659",0,"0,00998185118",0,"0,004537205082",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1103,2,1,"0,8458748867",0,"0,1885766092",0,"0,1541251133",0,"0,1106074343",0,"0,0661831369",0,"0,03263825929",0,"0,009972801451",0,"0,004533091568",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1104,2,1,"0,8460144928",0,"0,1884057971",0,"0,1539855072",0,"0,1105072464",0,"0,06612318841",0,"0,03260869565",0,"0,009963768116",0,"0,004528985507",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1105,2,1,"0,8461538462",0,"0,1882352941",0,"0,1538461538",0,"0,1104072398",0,"0,06606334842",0,"0,03257918552",0,"0,009954751131",0,"0,004524886878",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1106,2,1,"0,8462929476",0,"0,1880650995",0,"0,1537070524",0,"0,1103074141",0,"0,06600361664",0,"0,03254972875",0,"0,009945750452",0,"0,00452079566",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1107,2,1,"0,8464317977",0,"0,1878952123",0,"0,1535682023",0,"0,1102077687",0,"0,06594399277",0,"0,0325203252",0,"0,009936766034",0,"0,004516711834",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1108,2,1,"0,8465703971",0,"0,1877256318",0,"0,1534296029",0,"0,1101083032",0,"0,06588447653",0,"0,03249097473",0,"0,009927797834",0,"0,004512635379",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1109,2,1,"0,8467087466",0,"0,1875563571",0,"0,1532912534",0,"0,1100090171",0,"0,06582506763",0,"0,03246167719",0,"0,009918845807",0,"0,004508566276",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1110,2,1,"0,8468468468",0,"0,1873873874",0,"0,1531531532",0,"0,1099099099",0,"0,06576576577",0,"0,03243243243",0,"0,00990990991",0,"0,004504504505",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1111,2,1,"0,8469846985",0,"0,1872187219",0,"0,1530153015",0,"0,1098109811",0,"0,06570657066",0,"0,03240324032",0,"0,009900990099",0,"0,004500450045",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1112,2,1,"0,8471223022",0,"0,1870503597",0,"0,1528776978",0,"0,1097122302",0,"0,06564748201",0,"0,03237410072",0,"0,009892086331",0,"0,004496402878",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1113,2,1,"0,8472596586",0,"0,1868823001",0,"0,1527403414",0,"0,1096136568",0,"0,06558849955",0,"0,03234501348",0,"0,009883198562",0,"0,004492362983",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1114,2,1,"0,8473967684",0,"0,1867145422",0,"0,1526032316",0,"0,1095152603",0,"0,06552962298",0,"0,03231597846",0,"0,00987432675",0,"0,004488330341",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1115,2,1,"0,8475336323",0,"0,1865470852",0,"0,1524663677",0,"0,1094170404",0,"0,06547085202",0,"0,03228699552",0,"0,009865470852",0,"0,004484304933",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1116,2,1,"0,8476702509",0,"0,1863799283",0,"0,1523297491",0,"0,1093189964",0,"0,06541218638",0,"0,03225806452",0,"0,009856630824",0,"0,004480286738",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1117,2,1,"0,8478066249",0,"0,1862130707",0,"0,1521933751",0,"0,109221128",0,"0,06535362578",0,"0,03222918532",0,"0,009847806625",0,"0,004476275739",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
1118,2,1,"0,8479427549",0,"0,1860465116",0,"0,1520572451",0,"0,1091234347",0,"0,06529516995",0,"0,03220035778",0,"0,009838998211",0,"0,004472271914",1,1,0,#DIV/0!,#DIV/0!,0,0,0,0,0,0
