t,Entrada,Converte_5,Media_Atual_5,Converte_6,Media_Atual_6,Converte_7,Media_Atual_7,Converte_8,Media_Atual_8,Converte_9,Media_Atual_9,Converte_A,Media_Atual_A,Converte_B,Media_Atual_B,Converte_C,Media_Atual_C,Media_2,Media,,,,PEARSON,DIFF_PEARSON,,,,,RATING1,RATING2,RATING3,,,
264,"1,12",1,"0,5643939394",1,"0,4696969697",1,"0,3598484848",1,"0,2537878788",1,"0,1931818182",1,"0,0946969697",1,"0,04545454545",0,"0,007575757576",1,"0,55","0,5008190014",0,1,"0,07496139927","-0,0583829732","-0,1266401135","-0,001934963719","0,03164455971","0,00001445004343","0,01666666667","0,05","0,01666666667","0,1","0,03333333333",0
265,"3,95",0,"0,5622641509",0,"0,4679245283",0,"0,358490566",0,"0,2528301887",0,"0,1924528302",0,"0,09433962264",0,"0,04528301887",0,"0,007547169811",0,"0,55","0,5024529992",0,1,"0,06677527795","-0,008186121325","-0,173903891","-0,002700886858","0,05860545927","0,00002684867228",0,"0,05","0,01666666667","0,1","0,05","-0,01666666667"
266,"1,43",1,"0,5639097744",1,"0,469924812",1,"0,3609022556",1,"0,2556390977",0,"0,1917293233",0,"0,09398496241",0,"0,04511278195",0,"0,007518796992",1,"0,55","0,5008190014",0,1,"-0,0130041029","-0,07977938084","-0,1254202377","-0,001966317298","0,02606724764","0,00001252023621",0,"0,05","0,01666666667","0,1","0,05","-0,01666666667"
267,"1,38",0,"0,5617977528",0,"0,468164794",0,"0,3595505618",0,"0,2546816479",0,"0,191011236",0,"0,0936329588",0,"0,04494382022",0,"0,007490636704",0,"0,5666666667","0,5008190014",1,0,"-0,1026277557","-0,08962365281","-0,1491289391","-0,002423183732","0,0848622147","0,00004233258943","0,01666666667","0,08333333333","0,03333333333","0,1166666667","0,06666666667","0,01666666667"
268,1,0,"0,5597014925",0,"0,4664179104",0,"0,3582089552",0,"0,2537313433",0,"0,1902985075",0,"0,09328358209",0,"0,0447761194",0,"0,007462686567",0,"0,55","0,5024529992",0,1,"-0,1188847655","-0,01625700978","-0,1752026364","-0,002915882827","0,08202769497","0,00004086754822","0,01666666667","0,05","0,01666666667","0,1","0,06666666667",0
269,"1,39",0,"0,5576208178",0,"0,4646840149",0,"0,3568773234",0,"0,2527881041",0,"0,1895910781",0,"0,09293680297",0,"0,04460966543",0,"0,007434944238",0,"0,55","0,5024529992",0,0,"-0,1335919117","-0,01470714625","-0,1979883106","-0,003359312013","0,1116059906","0,00005531182106","0,01666666667","0,03333333333","0,01666666667","0,08333333333","0,06666666667","0,01666666667"
270,"6,17",0,"0,5555555556",0,"0,462962963",0,"0,3555555556",0,"0,2518518519",0,"0,1888888889",0,"0,09259259259",0,"0,04444444444",0,"0,007407407407",0,"0,55","0,5024529992",0,1,"-0,1468940246","-0,01330211285","-0,2201196262","-0,003802741199","0,1416055506","0,00006975609391",0,"0,01666666667","0,03333333333","0,08333333333","0,06666666667","0,01666666667"
271,1,1,"0,557195572",1,"0,4649446494",1,"0,3579335793",1,"0,2546125461",1,"0,1918819188",0,"0,09225092251",0,"0,0442804428",0,"0,007380073801",1,"0,5333333333","0,5024529992",1,0,"-0,1476895095","-0,0007954849021","-0,1972051418","-0,003426498253","0,1175304339","0,00005750034725","-0,01666666667","-0,01666666667","0,03333333333","0,05","0,05",0
272,"4,25",0,"0,5551470588",0,"0,4632352941",0,"0,3566176471",0,"0,2536764706",0,"0,1911764706",0,"0,09191176471",0,"0,04411764706",0,"0,007352941176",0,"0,5333333333","0,5035393853",0,1,"-0,1305814057","0,01710810382","-0,2044735065","-0,003578787064","0,0914560861","0,0000445040343","-0,01666666667","-0,01666666667","0,01666666667","0,05","0,05",0
273,"15,08",1,"0,5567765568",1,"0,4652014652",1,"0,358974359",1,"0,2564102564",0,"0,1904761905",0,"0,09157509158",0,"0,04395604396",0,"0,007326007326",1,"0,5333333333","0,5024529992",1,0,"-0,1333318811","-0,002750475399","-0,1991371351","-0,003493684493","0,09319569353","0,0000452446006","-0,03333333333","-0,01666666667","0,01666666667","0,05","0,05","-0,01666666667"
274,"4,39",1,"0,5583941606",1,"0,4671532847",1,"0,3613138686",1,"0,2591240876",1,"0,1934306569",1,"0,09489051095",0,"0,04379562044",0,"0,007299270073",1,"0,5333333333","0,5024529992",1,1,"-0,131378647","0,001953234029","-0,1769894666","-0,003117441548","0,0685377107","0,00003298885394","-0,01666666667",0,"0,03333333333","0,03333333333","0,06666666667",0
275,"1,12",1,"0,56",1,"0,4690909091",1,"0,3636363636",1,"0,2618181818",0,"0,1927272727",0,"0,09454545455",0,"0,04363636364",0,"0,007272727273",1,"0,5333333333","0,5024529992",1,1,"-0,128307855","0,003070792074","-0,1551013164","-0,002741198603","0,04348738774","0,00002073310729","-0,01666666667",0,"0,03333333333","0,01666666667","0,06666666667",0
276,"1,54",0,"0,5579710145",0,"0,4673913043",0,"0,3623188406",0,"0,2608695652",0,"0,1920289855",0,"0,09420289855",0,"0,04347826087",0,"0,007246376812",0,"0,55","0,5024529992",0,1,"-0,131087787","-0,002779932081","-0,186528672","-0,003332437517","0,06379637138","0,00003036781364",0,0,"0,05","0,01666666667","0,1","0,03333333333"
277,"3,1",0,"0,5559566787",0,"0,4657039711",0,"0,3610108303",0,"0,2599277978",0,"0,1913357401",0,"0,09386281588",0,"0,04332129964",0,"0,007220216606",0,"0,5333333333","0,5035393853",0,1,"-0,1113844575","0,01970332953","-0,1841891806","-0,003283167607","0,0419104859","0,00001999301291",0,"-0,01666666667","0,03333333333",0,"0,06666666667","0,03333333333"
278,"1,49",1,"0,5575539568",1,"0,4676258993",1,"0,3633093525",0,"0,2589928058",0,"0,190647482",0,"0,09352517986",0,"0,04316546763",0,"0,007194244604",1,"0,5333333333","0,5024529992",1,1,"-0,1266060715","-0,01522161402","-0,1934396176","-0,00342201917","0,02638213982","0,00001255820493",0,"-0,01666666667","0,03333333333",0,"0,06666666667","0,03333333333"
279,"1,34",0,"0,5555555556",0,"0,4659498208",0,"0,3620071685",0,"0,2580645161",0,"0,1899641577",0,"0,09318996416",0,"0,04301075269",0,"0,007168458781",0,"0,5333333333","0,5035393853",1,0,"-0,1337862261","-0,007180154551","-0,1840850797","-0,003207023202","0,02229058331","0,00001065026736",0,"-0,03333333333","0,05",0,"0,06666666667","0,03333333333"
280,"7,85",0,"0,5535714286",0,"0,4642857143",0,"0,3607142857",0,"0,2571428571",0,"0,1892857143",0,"0,09285714286",0,"0,04285714286",0,"0,007142857143",0,"0,5166666667","0,5040817004",1,1,"-0,1169998145","0,01678641163","-0,1706931163","-0,002942757323","-0,008189815851","-0,000003950650182","-0,01666666667","-0,03333333333","0,01666666667","-0,01666666667","0,05","0,03333333333"
281,"2,94",1,"0,5551601423",1,"0,4661921708",1,"0,3629893238",1,"0,2597864769",1,"0,1921708185",0,"0,09252669039",0,"0,04270462633",0,"0,007117437722",1,"0,5166666667","0,5035393853",0,0,"-0,1266036487","-0,009603834278","-0,1909143228","-0,003247334946","-0,006958011915","-0,000003356300246","-0,01666666667","-0,03333333333",0,"-0,01666666667","0,05","0,03333333333"
282,1,1,"0,5567375887",1,"0,4680851064",1,"0,365248227",0,"0,2588652482",0,"0,1914893617",0,"0,09219858156",0,"0,04255319149",0,"0,007092198582",1,"0,5333333333","0,5024529992",0,1,"-0,1445694792","-0,01796583044","-0,2054863181","-0,003453372749","-0,02393558427","-0,00001152077427","-0,01666666667","-0,01666666667",0,"0,01666666667","0,06666666667","0,05"
283,"1,19",0,"0,554770318",0,"0,4664310954",0,"0,3639575972",0,"0,25795053",0,"0,1908127208",0,"0,09187279152",0,"0,04240282686",0,"0,007067137809",0,"0,5333333333","0,5035393853",1,1,"-0,1262298409","0,01833963824","-0,198198501","-0,003301083938","-0,04387946129","-0,00002116590896",0,0,"-0,01666666667","0,03333333333","0,08333333333","0,05"
284,1,0,"0,5528169014",0,"0,4647887324",0,"0,3626760563",0,"0,2570422535",0,"0,1901408451",0,"0,09154929577",0,"0,04225352113",0,"0,007042253521",0,"0,5333333333","0,5035393853",0,0,"-0,1335161515","-0,00728631054","-0,235548002","-0,003874406522","-0,06320436241","-0,00003050865451",0,0,"-0,01666666667","0,01666666667","0,06666666667","0,05"
285,"1,48",0,"0,550877193",0,"0,4631578947",0,"0,3614035088",0,"0,2561403509",0,"0,1894736842",0,"0,09122807018",0,"0,04210526316",0,"0,00701754386",0,"0,5333333333","0,5035393853",0,1,"-0,1424501183","-0,008933966842","-0,2742037854","-0,004447729105","-0,08253058545","-0,00003985140007",0,0,"-0,01666666667","0,01666666667","0,08333333333","0,05"
286,"1,4",0,"0,548951049",0,"0,4615384615",0,"0,3601398601",0,"0,2552447552",0,"0,1888111888",0,"0,09090909091",0,"0,04195804196",0,"0,006993006993",0,"0,5166666667","0,5040817004",1,1,"-0,1640836187","-0,02163350034","-0,2516186502","-0,003950550927","-0,09171642051","-0,00004467186682",0,"-0,01666666667","-0,01666666667","0,01666666667","0,06666666667","0,05"
287,"2,39",0,"0,5470383275",0,"0,4599303136",0,"0,3588850174",0,"0,2543554007",0,"0,1881533101",0,"0,09059233449",0,"0,04181184669",0,"0,006968641115",0,"0,5166666667","0,5040817004",0,0,"-0,181076367","-0,01699274833","-0,2838801492","-0,004367105617","-0,1187735265","-0,00005824072918",0,"-0,01666666667","-0,01666666667","0,01666666667","0,06666666667","0,05"
288,"25,01",1,"0,5486111111",1,"0,4618055556",0,"0,3576388889",0,"0,2534722222",0,"0,1875",0,"0,09027777778",0,"0,04166666667",0,"0,006944444444",1,"0,5","0,5040817004",1,0,"-0,218769186","-0,03769281904","-0,2674709805","-0,003963988175","-0,09145300263","-0,00004510957205","-0,03333333333","-0,05","-0,05",0,"0,05","0,05"
289,"2,3",1,"0,5501730104",1,"0,4636678201",1,"0,3598615917",1,"0,2560553633",1,"0,1903114187",1,"0,09342560554",1,"0,04498269896",0,"0,006920415225",1,"0,5","0,5040817004",1,1,"-0,2614354009","-0,04266621486","-0,2503634647","-0,003560870734","-0,06450109771","-0,00003197841492","-0,03333333333","-0,03333333333","-0,05",0,"0,05","0,03333333333"
290,"3,7",1,"0,5517241379",1,"0,4655172414",0,"0,3586206897",0,"0,2551724138",0,"0,1896551724",0,"0,09310344828",0,"0,04482758621",0,"0,006896551724",1,"0,5166666667","0,5035393853",0,0,"-0,387782381","-0,1263469801","-0,3071101939","-0,004152109648","-0,1014524444","-0,00004806288611","-0,01666666667","-0,01666666667","-0,03333333333","0,01666666667","0,06666666667","0,05"
291,"1,78",1,"0,5532646048",1,"0,4673539519",1,"0,3608247423",1,"0,2577319588",0,"0,1890034364",0,"0,09278350515",0,"0,04467353952",0,"0,006872852234",1,"0,5333333333","0,5024529992",1,0,"-0,5509463783","-0,1631639973","-0,3644077319","-0,004653766909","-0,1636388199","-0,00007378443862",0,0,"-0,03333333333","0,05","0,06666666667","0,06666666667"
292,"2,11",1,"0,5547945205",0,"0,4657534247",0,"0,3595890411",0,"0,2568493151",0,"0,1883561644",0,"0,09246575342",0,"0,04452054795",0,"0,006849315068",0,"0,5333333333","0,5035393853",1,1,"-0,6253890176","-0,0744426393","-0,3517574935","-0,004219295888","-0,158751082","-0,00007145774945","0,01666666667","0,01666666667","-0,01666666667","0,03333333333","0,06666666667","0,06666666667"
293,"3,46",1,"0,5563139932",0,"0,4641638225",0,"0,3583617747",0,"0,2559726962",0,"0,1877133106",0,"0,09215017065",0,"0,04436860068",0,"0,006825938567",1,"0,5166666667","0,5035393853",0,1,"-0,7254843506","-0,100095333","-0,3339623127","-0,003699722297","-0,1405442212","-0,00006299088629",0,0,"-0,03333333333",0,"0,03333333333","0,05"
294,"43,87",1,"0,5578231293",1,"0,4659863946",1,"0,3605442177",0,"0,2551020408",0,"0,1870748299",0,"0,09183673469",0,"0,04421768707",0,"0,006802721088",1,"0,5166666667","0,5035393853",1,1,"-0,751973135","-0,02648878447","-0,3157699859","-0,003310042103","-0,1405442212","-0,00006299088629","0,01666666667","-0,01666666667","-0,03333333333","-0,01666666667","0,03333333333","0,05"
295,"1,38",1,"0,5593220339",1,"0,4677966102",1,"0,3627118644",1,"0,2576271186",1,"0,1898305085",1,"0,09491525424",1,"0,04745762712",0,"0,006779661017",1,"0,5166666667","0,5035393853",1,1,"-0,7858672105","-0,03389407552","-0,2969768764","-0,00292036191","-0,1405442212","-0,00006299088629","0,01666666667","-0,01666666667","-0,01666666667","-0,03333333333","0,03333333333","0,06666666667"
296,1,0,"0,5574324324",0,"0,4662162162",0,"0,3614864865",0,"0,2567567568",0,"0,1891891892",0,"0,09459459459",0,"0,0472972973",0,"0,006756756757",0,"0,5333333333","0,5035393853",1,1,"-0,7983093453","-0,01244213476","-0,3531622595","-0,003350353848","-0,1405442212","-0,00006299088629","0,01666666667",0,0,"-0,01666666667","0,03333333333","0,06666666667"
297,"5,34",0,"0,5555555556",0,"0,4646464646",0,"0,3602693603",0,"0,2558922559",0,"0,1885521886",0,"0,09427609428",0,"0,04713804714",0,"0,006734006734",0,"0,5166666667","0,5040817004",0,1,"-0,8015213943","-0,003212048982","-0,3225218278","-0,002942757323","-0,1725914945","-0,00007743754946","-0,01666666667","-0,01666666667","-0,01666666667","-0,03333333333",0,"0,06666666667"
298,"2,02",1,"0,5570469799",1,"0,466442953",1,"0,3624161074",1,"0,2583892617",0,"0,1879194631",0,"0,09395973154",0,"0,04697986577",0,"0,006711409396",1,"0,5","0,5040817004",0,1,"-0,8098355941","-0,008314199858","-0,3167976018","-0,002808384843","-0,1725914945","-0,00007743754946","-0,03333333333","-0,01666666667","-0,03333333333","-0,03333333333","-0,03333333333","0,05"
299,"1,33",1,"0,5585284281",0,"0,4648829431",0,"0,3612040134",0,"0,2575250836",0,"0,1872909699",0,"0,09364548495",0,"0,04682274247",0,"0,006688963211",1,"0,5","0,5040817004",0,1,"-0,8098355941",0,"-0,3167976018","-0,002808384843","-0,1725914945","-0,00007743754946","-0,01666666667","-0,01666666667","-0,03333333333","-0,03333333333","-0,03333333333","0,05"
300,"1,06",0,"0,5566666667",0,"0,4633333333",0,"0,36",0,"0,2566666667",0,"0,1866666667",0,"0,09333333333",0,"0,04666666667",0,"0,006666666667",0,"0,5","0,5040817004",0,0,"-0,8122592154","-0,002423621263","-0,2802347936","-0,002521723551","-0,1934313724","-0,00008736613502","-0,01666666667",0,"-0,05","-0,05","-0,03333333333","0,05"
301,"1,12",0,"0,5548172757",0,"0,4617940199",0,"0,3588039867",0,"0,2558139535",0,"0,1860465116",0,"0,09302325581",0,"0,04651162791",0,"0,006644518272",0,"0,5","0,5040817004",0,1,"-0,819703471","-0,007444255632","-0,246757254","-0,00225297859","-0,2018043804","-0,00009173846819","-0,01666666667",0,"-0,03333333333","-0,05","-0,03333333333","0,05"
302,"1,81",0,"0,5529801325",0,"0,4602649007",0,"0,357615894",0,"0,2549668874",0,"0,1854304636",0,"0,09271523179",0,"0,04635761589",0,"0,006622516556",0,"0,5","0,5040817004",0,0,"-0,82712039","-0,007416918999","-0,2144620966","-0,001984233629","-0,2100987048","-0,00009611080137","-0,03333333333","-0,01666666667","-0,03333333333","-0,05","-0,03333333333","0,05"
303,"1,19",1,"0,5544554455",0,"0,4587458746",0,"0,3564356436",0,"0,2541254125",0,"0,1848184818",0,"0,09240924092",0,"0,04620462046",0,"0,006600660066",0,"0,4833333333","0,5035393853",0,1,"-0,8064307584","0,02068963164","-0,1812884609","-0,001737884081","-0,2021156863","-0,00009188707488","-0,03333333333","-0,05","-0,05","-0,08333333333","-0,05","0,01666666667"
304,"11,81",0,"0,5526315789",0,"0,4572368421",0,"0,3552631579",0,"0,2532894737",0,"0,1842105263",0,"0,09210526316",0,"0,04605263158",0,"0,006578947368",0,"0,4833333333","0,5035393853",0,1,"-0,7941256125","0,01230514591","-0,1361607955","-0,001348203888","-0,2021156863","-0,00009188707488","-0,01666666667","-0,05","-0,03333333333","-0,06666666667","-0,03333333333","0,01666666667"
305,"4,52",1,"0,5540983607",1,"0,4590163934",1,"0,3573770492",1,"0,2557377049",1,"0,1868852459",1,"0,09508196721",0,"0,04590163934",0,"0,006557377049",1,"0,4833333333","0,5040817004",0,1,"-0,798365068","-0,004239455502","-0,1563037036","-0,001594553435","-0,1802826664","-0,000082541939","-0,01666666667","-0,03333333333","-0,03333333333","-0,06666666667","-0,01666666667",0
306,"1,21",1,"0,5555555556",1,"0,4607843137",1,"0,3594771242",1,"0,2581699346",0,"0,1862745098",0,"0,09477124183",0,"0,04575163399",0,"0,006535947712",1,"0,5","0,5040817004",1,0,"-0,8067647291","-0,008399661111","-0,1635354429","-0,001679656006","-0,1595768332","-0,00007348829199",0,"-0,01666666667","-0,03333333333","-0,05","-0,01666666667","0,01666666667"
307,"8,3",0,"0,5537459283",0,"0,4592833876",0,"0,3583061889",0,"0,2573289902",0,"0,1856677524",0,"0,09446254072",0,"0,04560260586",0,"0,00651465798",0,"0,5166666667","0,5040817004",0,1,"-0,8067647291",0,"-0,1635354429","-0,001679656006","-0,1595768332","-0,00007348829199","0,01666666667",0,"-0,01666666667","-0,01666666667",0,"0,03333333333"
308,"1,92",1,"0,5551948052",1,"0,461038961",1,"0,3603896104",1,"0,2597402597",1,"0,1883116883",0,"0,09415584416",0,"0,04545454545",0,"0,006493506494",1,"0,5","0,5040817004",0,1,"-0,8067647291",0,"-0,1635354429","-0,001679656006","-0,1595768332","-0,00007348829199",0,"-0,03333333333","-0,03333333333","-0,03333333333",0,0
309,1,1,"0,5566343042",0,"0,4595469256",0,"0,359223301",0,"0,2588996764",0,"0,1877022654",0,"0,09385113269",0,"0,04530744337",0,"0,006472491909",0,"0,5","0,5040817004",1,1,"-0,8092957473","-0,002531018159","-0,1414074713","-0,001464660038","-0,1779099769","-0,00008239619456","0,01666666667","-0,01666666667","-0,03333333333","-0,03333333333",0,"-0,01666666667"
310,"1,3",0,"0,5548387097",0,"0,4580645161",0,"0,3580645161",0,"0,2580645161",0,"0,1870967742",0,"0,0935483871",0,"0,04516129032",0,"0,006451612903",0,"0,5","0,5040817004",0,1,"-0,8141995793","-0,004903832016","-0,1273971966","-0,001330287557","-0,1779099769","-0,00008239619456","0,01666666667",0,"-0,01666666667","-0,03333333333",0,"-0,03333333333"
311,"4,64",0,"0,5530546624",0,"0,4565916399",0,"0,3569131833",0,"0,2572347267",0,"0,1864951768",0,"0,09324758842",0,"0,04501607717",0,"0,006430868167",0,"0,4833333333","0,5035393853",1,0,"-0,7985401807","0,01565939855","-0,08055541598","-0,0008555047926","-0,198793478","-0,00009144984156",0,"-0,01666666667","-0,03333333333","-0,05","-0,01666666667","-0,05"
312,"6,57",1,"0,5544871795",1,"0,4583333333",1,"0,358974359",1,"0,2596153846",0,"0,1858974359",0,"0,09294871795",0,"0,04487179487",0,"0,00641025641",1,"0,4833333333","0,5040817004",0,0,"-0,7961521305","0,00238805019","-0,123407348","-0,00133476664","-0,1694256374","-0,00007802386139","-0,01666666667","-0,01666666667","-0,01666666667","-0,06666666667","-0,01666666667","-0,05"
313,"1,28",1,"0,5559105431",1,"0,4600638978",1,"0,3610223642",1,"0,2619808307",1,"0,1884984026",0,"0,09265175719",0,"0,0447284345",0,"0,006389776358",1,"0,4833333333","0,5040817004",0,1,"-0,7941899122","0,001962218312","-0,134019169","-0,001473618203","-0,1694256374","-0,00007802386139","-0,03333333333","-0,01666666667","-0,01666666667","-0,05",0,"-0,05"
314,"1,11",0,"0,5541401274",0,"0,4585987261",0,"0,3598726115",0,"0,2611464968",0,"0,1878980892",0,"0,0923566879",0,"0,04458598726",0,"0,006369426752",0,"0,5","0,5040817004",1,0,"-0,7941899122",0,"-0,134019169","-0,001473618203","-0,1694256374","-0,00007802386139",0,0,"-0,01666666667","-0,03333333333",0,"-0,03333333333"
315,"43,94",0,"0,5523809524",0,"0,4571428571",0,"0,3587301587",0,"0,2603174603",0,"0,1873015873",0,"0,09206349206",0,"0,04444444444",0,"0,006349206349",0,"0,5","0,5040817004",0,0,"-0,7941899122",0,"-0,134019169","-0,001473618203","-0,1694256374","-0,00007802386139",0,"0,01666666667","-0,03333333333","-0,03333333333","-0,01666666667","-0,03333333333"
316,"1,95",1,"0,5537974684",1,"0,4588607595",1,"0,3607594937",1,"0,2626582278",1,"0,1898734177",1,"0,09493670886",1,"0,04746835443",0,"0,006329113924",1,"0,4833333333","0,5040817004",1,1,"-0,7941899122",0,"-0,134019169","-0,001473618203","-0,1694256374","-0,00007802386139","-0,01666666667",0,"-0,05","-0,03333333333","-0,05","-0,03333333333"
317,"1,04",1,"0,5552050473",0,"0,4574132492",0,"0,3596214511",0,"0,261829653",0,"0,1892744479",0,"0,09463722397",0,"0,04731861199",0,"0,006309148265",0,"0,4833333333","0,5035393853",1,1,"-0,7813342611","0,01285565112","-0,09071650685","-0,001012272687","-0,1907124613","-0,00008722325283",0,0,"-0,03333333333","-0,03333333333","-0,06666666667","-0,01666666667"
318,"1,51",0,"0,5534591195",0,"0,4559748428",0,"0,358490566",0,"0,2610062893",0,"0,1886792453",0,"0,09433962264",0,"0,04716981132",0,"0,006289308176",0,"0,4666666667","0,5024529992",1,1,"-0,7113663491","0,06996791205","-0,05005482377","-0,0005822807489","-0,1825082193","-0,0000837296643","-0,01666666667","-0,03333333333","-0,05","-0,06666666667","-0,08333333333","-0,05"
