"22,11","0,5","0,5",1,BET,Entrada,Odd,P60,P120,P180,P240,P300,P360,P420,P480,P540,P600,P660,P720,P780,P840,P900,P960,P1020,P1080,P1140,P1200,P1260,P1320,P1380,P1440,P1500,P1560,P1620,P1680,P1740,P1800,P1860,P1920,P1980,P1200,Media Movel,Acertos 60,,Media Geral,P120,P240,P360,P480,P600,P720,P840,P960,P1080,P1200,P1320,,P180,P360,P540,P720,P780,P900,P1080,P1260,P1440,,P240,P480,P720,P960,P1200,P1440,P1680,P1920,,P300,P600,P900,P1200,P1500,P1800,,P360,P720,P1080,,,,,Corr,,EntroAtual,EntroPass,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,P(1),P(0),LOG(P(1);2),LOG(P(2);2),,,,,,
1313,"31,86",-1,0,0,"1,17",0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,,,,,,,,,,,,,,"0,2833",17,,"0,2412",1,0,0,1,0,0,1,1,0,1,,,0,0,0,0,0,0,0,0,,,0,1,0,1,1,,,,,0,0,0,1,,,,0,0,0,,"0,2048","0,1771","0,2569","0,0948",,"0,9183","0,9341","-0,0158",2,2,1,1,1,0,0,2,1,0,0,1,1,2,1,2,2,0,1,2,,,,,7,14,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",7,13,"0,35","0,65","-1,514573173","-0,6214883767"
1314,"31,86","1,75",2,0,"11,82",1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,"0,2667",16,,"0,2418",1,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,0,0,0,,,,0,0,0,,"0,2044","0,1502","0,2563","0,0626",,"0,7025","0,6098","0,0926",1,2,0,1,1,0,2,1,0,0,0,1,0,1,0,1,2,0,1,1,,,,,4,17,"0,1904761905","0,8095238095","-2,392317423","-0,3048545815",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
1315,"31,86",-1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,,,"0,2833",17,,"0,2416",0,0,0,0,0,1,1,0,0,0,,,1,0,0,1,0,0,0,0,,,0,0,1,0,0,,,,,0,0,0,0,,,,0,1,0,,"0,2049","0,1684","0,2565","0,0626",,"0,5917","0,6098","-0,0182",1,1,2,1,0,0,1,1,0,1,1,2,0,2,1,0,0,1,0,0,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
1316,"31,86","-0,25",1,0,"1,6",0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,"0,2833",17,,"0,2415",1,1,0,0,1,0,0,0,0,0,,,0,0,0,0,0,1,0,0,,,1,0,0,0,0,,,,,1,1,1,0,,,,0,0,0,,"0,2050","0,1724","0,2563","0,0512",,"0,7919","0,8113","-0,0194",0,2,1,2,2,1,1,1,0,2,1,1,0,1,2,0,0,1,1,1,,,,,5,16,"0,2380952381","0,7619047619","-2,070389328","-0,3923174228",5,15,"0,25","0,75",-2,"-0,4150374993"
1317,"31,86",-1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,"0,2833",17,,"0,2413",0,0,0,1,0,1,0,0,0,1,,,0,0,0,1,0,0,0,0,,,0,1,1,0,1,,,,,1,0,0,1,,,,0,1,0,,"0,2050","0,1815","0,2564","0,0565",,"0,7025","0,7219","-0,0195",1,0,0,1,2,0,0,2,0,1,1,2,1,1,1,0,0,1,1,2,,,,,4,17,"0,1904761905","0,8095238095","-2,392317423","-0,3048545815",4,16,"0,2","0,8","-2,321928095","-0,3219280949"
1318,"31,86","1,75",2,0,"53,66",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,,"0,2833",17,,"0,2418",0,0,0,0,0,0,0,1,0,1,,,0,0,0,0,0,0,0,0,,,0,0,0,1,1,,,,,0,0,0,1,,,,0,0,0,,"0,2051","0,1834","0,2564","0,0561",,"0,7919","0,7219","0,0699",1,1,1,1,1,1,2,1,1,0,2,0,1,1,0,2,0,1,0,2,,,,,5,16,"0,2380952381","0,7619047619","-2,070389328","-0,3923174228",4,16,"0,2","0,8","-2,321928095","-0,3219280949"
1319,"31,86","-0,25",1,0,"2,1",0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,,,,,,,,,,,,,,"0,3000",18,,"0,2417",0,1,0,0,0,0,0,1,0,1,,,0,0,0,0,1,0,0,0,,,1,0,0,1,1,,,,,0,0,0,1,,,,0,0,0,,"0,2052","0,1848","0,2558","0,0427",,"0,9183","0,9341","-0,0158",2,0,1,2,0,1,2,0,0,0,0,1,2,1,0,2,2,1,1,2,,,,,7,14,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",7,13,"0,35","0,65","-1,514573173","-0,6214883767"
1320,"31,86",-1,0,0,"1,06",0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,,,,,,,,,,,,,"0,2833",17,,"0,2415",0,1,1,0,1,0,0,0,1,0,0,,0,1,0,0,0,0,1,1,,,1,0,0,0,0,,,,,0,1,0,0,,,,1,0,1,,"0,2043","0,1572","0,2554","0,0149",,"0,8631","0,8813","-0,0182",1,0,1,2,0,2,0,1,0,2,2,0,1,0,1,0,2,2,1,1,,,,,6,15,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",6,14,"0,3","0,7","-1,736965594","-0,5145731728"
1321,"31,86","-0,25",1,0,"1,75",0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,,,,,,,,,,,,,"0,2833",17,,"0,2413",1,0,0,0,1,0,1,0,1,1,0,,0,0,1,0,0,0,1,1,,,0,0,0,0,1,,,,,1,1,0,1,,,,0,0,1,,"0,2044","0,1573","0,2546","0,0125",,"0,9587","0,9710","-0,0122",0,2,0,1,2,1,0,0,2,2,2,0,0,2,1,1,1,2,0,2,,,,,8,13,"0,380952381","0,619047619","-1,392317423","-0,6918777046",8,12,"0,4","0,6","-1,321928095","-0,7369655942"
1322,"30,86",-1,0,1,"1,33",0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,,,,,,,,,,,,,"0,2833",17,,"0,2411",0,0,1,1,1,0,1,1,0,0,1,,0,1,1,0,1,1,0,1,,,0,1,0,1,0,,,,,1,1,1,0,,,,1,0,0,,"0,2027","0,1557","0,2538","0,0117",,"0,9984","1,0000","-0,0016",1,1,1,1,2,2,2,2,2,2,1,0,2,2,2,2,1,1,0,1,,,,,10,11,"0,4761904762","0,5238095238","-1,070389328","-0,9328858041",10,10,"0,5","0,5",-1,-1
1323,"30,86",-1,0,0,"1,19",0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,"0,2833",17,,"0,2409",0,0,0,0,0,0,1,0,0,0,1,,1,0,0,0,1,0,0,0,,,0,0,0,0,0,,,,,0,0,0,0,,,,0,0,0,,"0,2032","0,1687","0,2540","0,0358",,"0,5917","0,6098","-0,0182",0,0,2,1,0,1,0,1,1,0,1,0,2,2,1,1,0,1,0,1,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
1324,"30,86","-0,25",1,0,"1,87",0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,"0,2833",17,,"0,2408",0,1,1,0,0,0,0,0,0,1,1,,0,1,0,0,0,0,0,0,,,1,0,0,0,1,,,,,1,0,0,1,,,,1,0,0,,"0,2033","0,1548","0,2538","0,0242",,"0,7919","0,8113","-0,0194",1,0,1,2,2,2,1,1,0,1,2,0,1,0,1,0,0,0,0,2,,,,,5,16,"0,2380952381","0,7619047619","-2,070389328","-0,3923174228",5,15,"0,25","0,75",-2,"-0,4150374993"
1325,"30,86","1,75",2,0,"4,13",1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,,,,,,,,,,,,,"0,2833",17,,"0,2413",1,0,0,0,0,0,1,0,0,1,0,,1,0,0,0,1,0,0,0,,,0,0,0,0,1,,,,,0,0,0,1,,,,0,0,0,,"0,2042","0,1709","0,2548","0,0480",,"0,9183","0,8813","0,0370",2,2,2,0,1,1,0,1,0,0,0,1,2,2,1,1,1,1,1,2,,,,,7,14,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",6,14,"0,3","0,7","-1,736965594","-0,5145731728"
1326,"30,86","-0,25",1,0,"1,52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,,,,,,,,,,,,,"0,2833",17,,"0,2411",0,0,0,0,0,0,0,1,1,1,0,,0,0,0,0,0,1,1,1,,,0,0,0,1,1,,,,,0,0,1,1,,,,0,0,1,,"0,2042","0,1615","0,2546","0,0326",,"0,7919","0,8113","-0,0194",0,0,0,0,1,1,1,0,1,1,0,1,0,1,2,2,1,2,2,2,,,,,5,16,"0,2380952381","0,7619047619","-2,070389328","-0,3923174228",5,15,"0,25","0,75",-2,"-0,4150374993"
1327,"30,86","-0,25",1,0,"1,77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,"0,2833",17,,"0,2410",0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,,,,0,0,0,0,,,,0,0,0,,"0,2027","0,1422","0,2551","0,0731",,"0,0000","0,0000","0,0000",0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,,,,,0,21,0,1,#NUM!,0,0,20,0,1,#NUM!,0
1328,"30,86","-0,25",1,0,"1,99",0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,"0,2833",17,,"0,2408",1,0,0,0,0,1,0,0,0,0,0,,0,0,0,1,0,0,0,0,,,0,0,1,0,0,,,,,0,0,0,0,,,,0,1,0,,"0,2026","0,0818","0,2553","0,0484",,"0,5917","0,6098","-0,0182",2,2,1,0,0,1,1,0,1,0,0,2,1,1,0,1,1,1,1,0,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
1329,"30,86",-1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,"0,2667",16,,"0,2406",0,0,0,1,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,,,0,1,0,0,0,,,,,0,0,0,0,,,,0,0,0,,"0,2031","0,1225","0,2556","0,0858",,"0,5917","0,6098","-0,0182",0,1,1,1,0,1,0,2,2,0,1,1,0,1,0,0,2,1,0,0,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
1330,"30,86","1,75",2,0,"8,86",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,,,"0,2667",16,,"0,2412",0,0,0,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,1,0,,,0,0,0,1,0,,,,,0,0,0,0,,,,0,0,1,,"0,2019","0,0818","0,2540","0,0484",,"0,5917","0,4690","0,1227",0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,2,0,2,0,0,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",2,18,"0,1","0,9","-3,321928095","-0,1520030934"
1331,"30,86",-1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,,,,,,,,,,,,,"0,2833",17,,"0,2410",0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,,,0,0,0,0,0,,,,,0,1,0,0,,,,0,0,0,,"0,2025","0,0684","0,2543","0,0410",,"0,5917","0,6098","-0,0182",1,0,0,0,1,0,2,0,1,2,1,0,0,1,0,1,0,1,2,1,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
1332,"30,61","-0,25",1,1,"2,42",0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,,,,,,,,,,,,,"0,2833",17,,"0,2408",0,1,0,0,0,0,0,1,0,0,0,,1,0,1,0,0,0,0,1,,,1,0,0,1,0,,,,,0,0,0,0,,,,0,0,0,,"0,2025","0,0706","0,2537","0,0279",,"0,9183","0,9341","-0,0158",2,1,2,2,0,1,1,0,2,0,2,1,0,1,0,2,0,0,2,0,,,,,7,14,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",7,13,"0,35","0,65","-1,514573173","-0,6214883767"
1333,"30,36","-0,25",1,1,"3,23",0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,"0,2667",16,,"0,2406",0,0,0,0,0,0,0,0,1,0,0,,0,0,1,0,1,0,1,1,,,0,0,0,0,0,,,,,0,0,0,0,,,,0,0,1,,"0,2024","0,0433","0,2539","0,0075",,"0,5917","0,6098","-0,0182",1,1,1,0,0,1,0,0,2,1,0,1,2,1,0,1,0,2,0,1,,,,,3,18,"0,1428571429","0,8571428571","-2,807354922","-0,2223924213",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
1334,"30,36","1,75",2,0,"8,13",1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,"0,2667",16,,"0,2412",0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,,,0,0,0,0,0,,,,,1,0,0,0,,,,0,0,0,,"0,2020","0,0357","0,2533","-0,0051",,"0,7025","0,6098","0,0926",0,1,1,1,2,0,1,1,2,1,2,1,1,1,0,1,1,1,1,1,,,,,4,17,"0,1904761905","0,8095238095","-2,392317423","-0,3048545815",3,17,"0,15","0,85","-2,736965594","-0,2344652536"
1335,"30,36",-1,0,0,"1,05",0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,"0,2833",17,,"0,2410",1,1,0,1,0,1,0,0,0,0,0,,0,0,0,1,0,0,0,1,,,1,1,1,0,0,,,,,0,0,0,0,,,,0,1,0,,"0,2020","0,0239","0,2533","-0,0119",,"0,7025","0,7219","-0,0195",0,2,0,2,1,0,1,2,1,1,1,2,1,1,0,1,1,0,0,0,,,,,4,17,"0,1904761905","0,8095238095","-2,392317423","-0,3048545815",4,16,"0,2","0,8","-2,321928095","-0,3219280949"
1336,"30,36","-0,25",1,0,"3,55",0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,"0,2833",17,,"0,2408",1,0,1,0,0,0,0,1,0,0,1,,0,1,0,0,1,0,0,0,,,0,0,0,1,0,,,,,0,0,0,0,,,,1,0,0,,"0,2020","0,0278","0,2531","-0,0119",,"0,7919","0,8113","-0,0194",2,2,0,0,1,2,1,1,0,1,1,0,2,0,0,2,0,0,0,0,,,,,5,16,"0,2380952381","0,7619047619","-2,070389328","-0,3923174228",5,15,"0,25","0,75",-2,"-0,4150374993"
1337,"30,36","-0,25",1,0,"1,99",0,0,0,0,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,,,,,,,,,,,,,"0,2667",16,,"0,2407",0,0,1,1,1,1,0,0,0,0,0,,0,1,0,1,0,1,0,1,,,0,1,1,0,0,,,,,1,1,1,0,,,,1,1,0,,"0,2021","0,0259","0,2525","-0,0257",,"0,9183","0,9341","-0,0158",1,0,0,1,2,2,0,2,0,2,0,2,1,1,2,1,0,1,2,0,,,,,7,14,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",7,13,"0,35","0,65","-1,514573173","-0,6214883767"
1338,"29,36",-1,0,1,"1,2",0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,,,,,,,,,,,,,"0,2667",16,,"0,2405",0,0,0,1,1,0,0,0,0,1,0,,1,0,1,0,0,1,0,0,,,0,1,0,0,1,,,,,0,1,1,1,,,,0,0,0,,"0,2012","0,0124","0,2521","-0,0204",,"0,8631","0,8813","-0,0182",0,1,2,1,1,0,1,2,2,2,1,0,1,1,2,0,0,1,1,2,,,,,6,15,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",6,14,"0,3","0,7","-1,736965594","-0,5145731728"
1339,"29,11","-0,25",1,1,"1,71",0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,,,,,,,,,,,,,"0,2667",16,,"0,2403",1,0,0,0,1,0,0,1,0,1,0,,0,0,0,0,1,1,0,0,,,0,0,0,1,1,,,,,0,1,1,1,,,,0,0,0,,"0,2013","0,0259","0,2514","-0,0257",,"0,9587","0,9710","-0,0122",2,2,1,0,1,1,0,1,1,2,2,0,2,0,2,2,0,0,0,2,,,,,8,13,"0,380952381","0,619047619","-1,392317423","-0,6918777046",8,12,"0,4","0,6","-1,321928095","-0,7369655942"
1340,"29,11",-1,0,0,"1,06",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,"0,2500",15,,"0,2401",0,0,0,0,0,1,0,0,0,0,1,,1,0,0,1,0,0,0,0,,,0,0,1,0,0,,,,,0,0,0,0,,,,0,1,0,,"0,2024","0,0318","0,2518","-0,0413",,"0,4537","0,4690","-0,0153",0,0,2,1,1,0,0,1,1,0,0,2,0,0,0,0,1,1,0,1,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934"
1341,"30,86","1,75",2,1,"6,78",1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,,,,,,,,,,,,,"0,2500",15,,"0,2407",0,1,0,1,0,1,0,0,0,0,0,,0,0,0,1,0,1,0,1,,,1,1,1,0,0,,,,,0,0,1,0,,,,0,1,0,,"0,2033","0,0205","0,2528","-0,0324",,"0,9183","0,8813","0,0370",2,1,1,2,1,0,0,2,0,0,1,2,0,0,2,0,2,1,1,0,,,,,7,14,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",6,14,"0,3","0,7","-1,736965594","-0,5145731728"
1342,"30,86",-1,0,0,"1,3",0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,"0,2500",15,,"0,2405",0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,,,0,0,0,0,0,,,,,1,0,0,0,,,,0,0,0,,"0,2033","0,0056","0,2529","-0,0562",,"0,7025","0,7219","-0,0195",2,1,1,0,2,1,0,0,2,0,1,0,0,0,1,0,2,0,1,0,,,,,4,17,"0,1904761905","0,8095238095","-2,392317423","-0,3048545815",4,16,"0,2","0,8","-2,321928095","-0,3219280949"
1343,"30,86","-0,25",1,0,"2,96",0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,"0,2333",14,,"0,2403",0,1,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,,1,0,0,0,0,,,,,0,1,0,0,,,,0,0,0,,"0,2033","0,0130","0,2529","-0,0442",,"0,7025","0,7219","-0,0195",2,0,1,2,0,1,2,1,0,2,1,0,1,1,1,1,1,0,0,1,,,,,4,17,"0,1904761905","0,8095238095","-2,392317423","-0,3048545815",4,16,"0,2","0,8","-2,321928095","-0,3219280949"
1344,"30,86",-1,0,0,"1,43",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,"0,2167",13,,"0,2401",0,0,1,0,1,0,0,0,0,0,0,,0,1,0,0,0,0,0,1,,,0,0,0,0,0,,,,,0,1,0,0,,,,1,0,0,,"0,2044","0,0528","0,2533","-0,0186",,"0,4537","0,4690","-0,0153",0,1,1,0,1,2,0,1,0,2,1,1,1,0,1,0,0,0,0,0,,,,,2,19,"0,09523809524","0,9047619048","-3,392317423","-0,1443899093",2,18,"0,1","0,9","-3,321928095","-0,1520030934"
1345,"32,61","1,75",2,1,"4,29",1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,,,,,,,,,,,,,"0,2167",13,,"0,2407",1,0,1,0,1,0,0,0,0,1,0,,0,1,0,0,0,0,0,0,,,0,0,0,0,1,,,,,0,1,0,1,,,,1,0,0,,"0,2054","0,0581","0,2543","0,0016",,"0,9183","0,8813","0,0370",2,2,0,1,1,2,1,0,1,2,1,1,1,0,1,1,0,1,2,2,,,,,7,14,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",6,14,"0,3","0,7","-1,736965594","-0,5145731728"
1346,"32,61",-1,0,0,"1,21",0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,"0,2167",13,,"0,2405",0,0,0,0,0,0,1,0,0,0,0,,0,0,1,0,0,0,0,0,,,0,0,0,0,0,,,,,0,0,0,0,,,,0,0,0,,"0,2049","0,0406","0,2541","-0,0185",,"0,7919","0,8113","-0,0194",0,0,1,1,1,1,2,1,2,1,2,1,1,2,1,1,2,1,0,1,,,,,5,16,"0,2380952381","0,7619047619","-2,070389328","-0,3923174228",5,15,"0,25","0,75",-2,"-0,4150374993"
1347,"32,61","-0,25",1,0,"1,57",0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,,,,,,,,,,,,,"0,2167",13,,"0,2404",1,0,0,0,0,1,0,0,1,0,1,,1,0,0,1,0,1,1,1,,,0,0,1,0,0,,,,,0,0,1,0,,,,0,1,1,,"0,2049","0,0450","0,2539","-0,0185",,"0,7919","0,8113","-0,0194",1,2,2,1,0,1,0,0,1,0,1,2,1,1,2,1,0,2,1,0,,,,,5,16,"0,2380952381","0,7619047619","-2,070389328","-0,3923174228",5,15,"0,25","0,75",-2,"-0,4150374993"
1348,"32,61",-1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,,,,,,,,,,,,,"0,2167",13,,"0,2402",0,1,0,0,0,1,1,0,1,1,0,,0,0,1,1,1,0,1,0,,,1,0,1,0,1,,,,,1,0,0,1,,,,0,1,1,,"0,2034","0,0188","0,2531","-0,0243",,"0,9852","0,9928","-0,0075",0,0,0,2,2,1,0,0,2,0,0,2,2,2,1,1,2,2,1,2,,,,,9,12,"0,4285714286","0,5714285714","-1,222392421","-0,8073549221",9,11,"0,45","0,55","-1,152003093","-0,8624964763"
1349,"32,61","-0,25",1,0,"2,14",0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,,,,,,,,,,,,,"0,2167",13,,"0,2400",0,1,1,0,0,0,1,0,0,0,1,,0,1,0,0,0,0,0,1,,,1,0,0,0,0,,,,,0,0,0,0,,,,1,0,0,,"0,2034","0,0436","0,2529","-0,0150",,"0,7919","0,8113","-0,0194",0,1,0,2,0,2,2,0,0,0,1,1,1,2,1,1,0,0,2,0,,,,,5,16,"0,2380952381","0,7619047619","-2,070389328","-0,3923174228",5,15,"0,25","0,75",-2,"-0,4150374993"
1350,"32,61","1,75",2,0,"4,02",1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,,,,,,,,,,,,,"0,2167",13,,"0,2406",0,1,1,0,0,0,1,0,1,1,0,,0,1,0,0,1,0,1,0,,,1,0,0,0,1,,,,,0,0,0,1,,,,1,0,1,,"0,2043","0,0770","0,2539","0,0186",,"0,9183","0,8813","0,0370",0,1,1,2,1,2,1,1,0,1,1,0,2,2,0,1,0,2,1,2,,,,,7,14,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",6,14,"0,3","0,7","-1,736965594","-0,5145731728"
1351,"32,61",-1,0,0,"1,12",0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,0,0,,,,,,,,,,,,,"0,2333",14,,"0,2404",0,0,1,0,1,0,0,1,1,1,0,,0,1,1,0,0,1,1,0,,,0,0,0,1,1,,,,,0,1,1,1,,,,1,0,1,,"0,2028","0,0630","0,2531","0,0121",,"0,9852","0,9928","-0,0075",0,1,0,1,1,2,2,1,2,2,1,0,1,0,2,2,2,2,1,2,,,,,9,12,"0,4285714286","0,5714285714","-1,222392421","-0,8073549221",9,11,"0,45","0,55","-1,152003093","-0,8624964763"
1352,"32,61","1,75",2,0,"4,44",1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,,,,,,,,,,,,,"0,2333",14,,"0,2409",0,0,0,0,0,0,1,0,1,0,1,,1,0,0,0,0,0,1,0,,,0,0,0,0,0,,,,,1,0,0,0,,,,0,0,1,,"0,2033","0,1023","0,2537","0,0409",,"0,8631","0,8113","0,0518",2,0,2,0,2,0,1,0,1,1,1,0,1,2,1,0,1,2,1,1,,,,,6,15,"0,2857142857","0,7142857143","-1,807354922","-0,4854268272",5,15,"0,25","0,75",-2,"-0,4150374993"
1353,"32,61","1,75",2,0,"7,44",1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,,,,"0,2333",14,,"0,2415",1,1,0,0,0,1,0,0,0,0,0,,0,0,1,1,0,0,0,1,,,1,0,1,0,0,,,,,0,0,0,0,,,,0,1,0,,"0,2043","0,1188","0,2546","0,0616",,"0,9183","0,8813","0,0370",1,2,1,2,1,0,2,1,2,1,0,2,0,1,0,1,2,0,0,1,,,,,7,14,"0,3333333333","0,6666666667","-1,584962501","-0,5849625007",6,14,"0,3","0,7","-1,736965594","-0,5145731728"
1354,"32,61","-0,25",1,0,"1,54",0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,"0,2500",15,,"0,2413",0,1,0,0,0,1,1,0,0,0,0,,0,0,0,1,0,0,0,0,,,1,0,1,0,0,,,,,1,0,0,0,,,,0,1,0,,"0,2043","0,1180","0,2544","0,0689",,"0,7919","0,8113","-0,0194",2,0,0,2,2,1,1,1,0,0,1,2,1,2,0,0,1,0,0,0,,,,,5,16,"0,2380952381","0,7619047619","-2,070389328","-0,3923174228",5,15,"0,25","0,75",-2,"-0,4150374993"
1355,"32,61",-1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,"0,2333",14,,"0,2412",1,0,0,0,1,0,0,0,0,0,0,,0,0,1,0,0,0,0,1,,,0,0,0,0,0,,,,,0,1,0,0,,,,0,0,0,,"0,2043","0,1205","0,2545","0,0679",,"0,7025","0,7219","-0,0195",0,2,1,0,0,1,2,1,2,2,1,1,0,1,0,0,0,1,1,0,,,,,4,17,"0,1904761905","0,8095238095","-2,392317423","-0,3048545815",4,16,"0,2","0,8","-2,321928095","-0,3219280949"
